ID,APLICACIÓN,AREA,SUB_ÁREA,DENOMINACIÓN,EUROS,FID
203,23148016,SERVICIOS SOCIALES,ACCIÓN SOCIAL,CONVENIO ASOC. PADISBALTA. ATENCIÓN INTEGRAL A PERSONAS CON DISCAPACIDAD INTELECTUAL ,43482.67,353
204,23148017,SERVICIOS SOCIALES,ACCIÓN SOCIAL,CONVENIO FUNDACIÓN TABURIENTE. ATENCIÓN INTEGRAL A PERSONAS CON DISCAPACIDAD INTELECTUAL,1000.0,354
205,23148101,SERVICIOS SOCIALES,ACCIÓN SOCIAL,PREMIOS ACCIÓN SOCIAL,2400.0,355
206,23148802,SERVICIOS SOCIALES,ACCIÓN SOCIAL,PROGRAMA DE INCLUSIÓN SOCIAL,50000.0,356
207,23148900,SERVICIOS SOCIALES,ACCIÓN SOCIAL,CONVENIO INDISPAL ACTUACIONES PARA DESARROLLO INTEGRAL PERSONAS CON DISCAPACIDAD,36000.0,357
208,23148901,SERVICIOS SOCIALES,ACCIÓN SOCIAL,CONVENIO RADIO ECCA. ACTUACIONES DESARROLLO INTEGRAL FAMILIA SITUAC. RIESGO O VULNERABILIDAD SOCIAL,15000.0,358
209,23148903,SERVICIOS SOCIALES,ACCIÓN SOCIAL,CONVENIO CRUZ ROJA. POTENCIACIÓN SERV. TELEASISTENCIA DOMICILIARIA ISLA DE LA PALMA,18000.0,359
210,23148904,SERVICIOS SOCIALES,ACCIÓN SOCIAL,"CONVENIO ADFILPA ELIMINACIÓN DE BARRERAS ARQUITECTONICAS, DE COMUNICACIÓN Y LA NORMALIZACIÓN",21000.0,360
211,23148905,SERVICIOS SOCIALES,ACCIÓN SOCIAL,CONV. ASOC. PLENA INCLUSIÓN CANARIAS. APOYO A LA VIDA INDEPENDIENTE PERSONAS DISCAPACIDAD INTELECTUAL,10000.0,361
212,23148906,SERVICIOS SOCIALES,ACCIÓN SOCIAL,CONVENIO ASOCIACIÓN PARKINSON ACTUACIÓN INTEGRAL ENFERMOS PARKINSON EN LA PALMA,15000.0,362
213,23148907,SERVICIOS SOCIALES,ACCIÓN SOCIAL,CONVENIO PEQUEÑO VALIENTE. ATENCIÓN INTEGRAL A NIÑOS Y NIÑAS TRATAMIENTO ONCOLÓGICO EN LA PALMA,3000.0,363
214,23148908,SERVICIOS SOCIALES,ACCIÓN SOCIAL,CONVENIO ASOCIACIÓN NIÑOS ESPECIALES DE LA PALMA. SERVICIO DE ESTIMULACIÓN TEMPRANA,14400.0,364
215,23148909,SERVICIOS SOCIALES,ACCIÓN SOCIAL,CONVENIO CARITAS. ATENCIÓN INTEGRAL A PERSONAS CON VULNERABILIDAD SOCIAL,10000.0,365
216,23148911,SERVICIOS SOCIALES,ACCIÓN SOCIAL,SUBV. ASOC. FAMILIARES DE ALZEHEIMER ISLA DE LA PALMA FORMACIÓN ALZEHEIMER EN CENTRO DE MAYORES ISLA,14400.0,366
217,23148912,SERVICIOS SOCIALES,ACCIÓN SOCIAL,SUBV. ACTIVIDADES DE SENSIBILIZACIÓN,15000.0,367
218,23148914,SERVICIOS SOCIALES,ACCIÓN SOCIAL,SUBV. ASOCIACIÓN DE MUJERES CANCER MAMA DE TENERIFE SERV DE PREVENCIÓN PERSONAS CANCER MAMA O QUE LO HAN PADECIDO FIN TERAPÉUTICO ,10000.0,368
219,23149000,SERVICIOS SOCIALES,ACCIÓN SOCIAL,AYUDA A OTROS PUEBLOS,9000.0,369
220,23149001,SERVICIOS SOCIALES,ACCIÓN SOCIAL,"ASOC. EDUCACIÓN-ALIMENTACIÓN-SANIDAD (EDUCAS), ATENCIÓN INTEGRAL A JÓVENES MARGINADOS EN FILIPINAS",1600.0,370
221,23162702,SERVICIOS SOCIALES,ACCIÓN SOCIAL,INV. SISTEMA SOCIAL PREVENCIÓN Y PROTECCIÓN INTEGRAL MUJERES,1000.0,371
222,23178900,SERVICIOS SOCIALES,ACCIÓN SOCIAL,SUBV. RADIO ECCA PARA INNOVACIÓN TECNÓLOGICA Y ADQUISICIÓN INFRAESTRUCTURA,70000.0,372
223,23178901,SERVICIOS SOCIALES,ACCIÓN SOCIAL,"SUBV. ASOC. ESPAÑOLA CONTRA EL CANCER, AYUDAS TÉCNICAS PRÉSTAMOS ENFERMOS ONCÓLOGICOS",4686.0,373
224,23178902,SERVICIOS SOCIALES,ACCIÓN SOCIAL,SUBV. FUNDACIÓN ISONORTE INSTALACIÓN ASCENSOR,17514.19,374
225,23178903,SERVICIOS SOCIALES,ACCIÓN SOCIAL,SUBV. PARROQUIA DE EL PILAR Y SANTIAGO EN S/C DE LA PALMA CONSTRUCCIÓN CENTRO ATENCIÓN SOCIAL,20000.0,375
226,23178904,SERVICIOS SOCIALES,ACCIÓN SOCIAL,SUBV. FUNCASOR ADQUISICIÓN AIRE ACONDICIONADO,7069.49,376
227,23222606,SERVICIOS SOCIALES,PROMOCIÓN SOCIAL,"REUNIONES, CONFERENCIAS Y CURSOS",10900.0,377
228,23222612,SERVICIOS SOCIALES,PROMOCIÓN SOCIAL,ACTIVIDADES DIVERSAS ACCIÓN SOCIAL,10000.0,378
229,23322703,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,PRESTACIÓN SERVICIOS CENTRO PERSONAS CON DISCAPACIDAD,2098345.99,379
230,23322709,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,PRESTACIÓN SERVICIO CENTRO DEL DÍA ALZHEIMER,150000.0,380
231,23346203,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. GARAFÍA RESID. MAYORES SOR JOSEFA ARGOTE GASTOS FUNCIONAMIENTO,216408.76,381
232,23346204,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. SAN ANDRÉS Y SAUCES RESIDENCIA MAYORES GASTOS FUNCIONAMIENTO,182238.95,382
233,23346205,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. LOS LLANOS INTERVENCIÓN DEMENCIAS Y ALZHEIMER,33900.0,383
234,23346206,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,"CONVENIO AYTO. LOS LLANOS DE ARIDANE. CENTRO DIA MAYORES, GASTOS MANTENIM",187964.16,384
235,23346207,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. PUNTALLANA TALLER INTEGRACIÓN PERSONAS CON DISCAPACIDAD,18000.0,385
236,23346208,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. LOS LLANOS INTEGRACIÓN SOCIO LABORAL ENFERMOS MENTALES,25000.0,386
237,23346209,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. S/C DE LA PALMA ESTIMULACIÓN PRECOZ,18691.0,387
238,23346210,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,SUBV. A AYTOS. DE LA ISLA DE LA PALMA APOYO AL SERVICIO A DOMICILIO,110000.0,388
239,23346211,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO TAZACORTE-RESIDENCIA MAYORES GASTOS MANTENIMIENTO,159459.08,389
240,23346212,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO.PUNTAGORDA RESIDENCIA DE MAYORES GASTOS MANTENIMIENTO,318918.17,390
241,23346213,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO.TIJARAFE CTRO.DE ESTANCIA DIURNA GASTOS MANTENIMIENTO,162902.27,391
242,23346214,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. BREÑA ALTA RESID.PERSONAS CON DISCAPAC.NINA JAUBERT GASTOS MANTENIMIENTO,228263.7,392
243,23346215,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO.B.ALTA CENTRO OCUPACIONAL GASTOS MANTENIMIENTO,205344.0,393
244,23346216,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO.MAZO CENTRO OCUPACIONAL GASTO MANTENIMIENTO,68448.0,394
245,23346217,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. VILLA DE MAZO CENTRO DE DIA MAYORES GASTOS MANTENIMIENTO,37592.83,395
246,23346218,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. VILLA DE MAZO RESIDENCIA MAYORES GASTOS MANTENIMIENTO,136679.21,396
247,23346219,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. BREÑA ALTA RESIDENCIA MAYORES NINA JAUBERT GASTOS MANTENIMIENTO,296138.3,397
248,23346220,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. FUENCALIENTE RESIDENCIA DE MAYORES GASTO MANTENIMIENTO,193628.89,398
249,23346221,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. BREÑA ALTA HOGAR FUNCIONAL GASTOS MANTENIMIENTO,81940.0,399
250,23346222,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. TAZACORTE. CENTRO DE DIA MAYORES GASTOS MANTENIMIENTO,50123.78,400
651,34148947,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CONVENIO FEDERACIÓN GIMNASIA RITMICA  PROMOCIÓN Y TECNIFICACIÓN,3000.0,401
652,34148948,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB BALONCESTO DOMINICAS LA PALMA DESPLAZAMIENTO,6160.0,402
653,34148950,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CONVENIO FEDERACIÓN AJEDREZ PROMOCIÓN Y TECNIFICACIÓN,52000.0,403
654,34148951,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. EVENTOS DEPORTIVOS ENTIDADES PRIVADAS,20000.0,404
655,34148952,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,"SUBV. ASOC. CANARIAS DE JUEGOS DE ESTRATEGÍA ACAJES OLIMPIADAS MENTALES, PROMOCIÓN Y TECNIFICACIÓN",6000.0,405
656,34148954,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB DEPORTIVO 7 CEJOS MATERIAL AGILITY,6000.0,406
657,34148955,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. IES VILLA DE MAZO CAMPEONATO MUNDIAL ESCOLAR,2000.0,407
658,34148956,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV C.B. ARIDANE PROMOCIÓN DEPORTIVA,44000.0,408
659,34162700,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,INVERSIONES VELA,46200.0,409
660,34221201,DEPORTES,INSTALACIONES DEPORTIVAS,MANTENIMIENTO CAMPOS DE FÚTBOL,16980.0,410
661,34221400,DEPORTES,INSTALACIONES DEPORTIVAS,MANTENIMIENTO DE VEHÍCULOS Y MAQUINARIA,2000.0,411
662,34222100,DEPORTES,INSTALACIONES DEPORTIVAS,ENERGÍA ELÉCTRICA CIUDAD DEPORTIVA MIRAFLORES,20000.0,412
663,34222101,DEPORTES,INSTALACIONES DEPORTIVAS,AGUA,7000.0,413
664,34235800,DEPORTES,INSTALACIONES DEPORTIVAS,INTERESES POR OPERACIONES ARRENDAMIENTO FINANCIERO,500.0,414
665,34262500,DEPORTES,INSTALACIONES DEPORTIVAS,ADQUISICIÓN MOBILIARIO Y ENSERES,2000.0,415
666,34262701,DEPORTES,INSTALACIONES DEPORTIVAS,OBRAS MIRAFLORES,70000.0,416
667,34262702,DEPORTES,INSTALACIONES DEPORTIVAS,INVERSIONES DEPORTES,30000.0,417
668,34262703,DEPORTES,INSTALACIONES DEPORTIVAS,REPAVIMENACIÓN Y MEJORA PISTA ATLETISMO CIUDAD DEPORTIVA DE MIRAFLORES,191312.2,418
669,34263600,DEPORTES,INSTALACIONES DEPORTIVAS,ADQUISICIÓN EQUIPOS INFORMÁTICOS,1000.0,419
670,34264100,DEPORTES,INSTALACIONES DEPORTIVAS,GASTOS EN APLICACIONES INFORMÁTICAS,6000.0,420
671,34264800,DEPORTES,INSTALACIONES DEPORTIVAS,CUOTAS LEASING VEHÍCULOS DEPORTES,4000.0,421
672,34276200,DEPORTES,INSTALACIONES DEPORTIVAS,SUBV. AYTO. BARLOVENTO CIRCUITO MOTOCROSS,3000.0,422
673,34276202,DEPORTES,INSTALACIONES DEPORTIVAS,SUBV. AYTO. TAZACORTE INSTALACIÓN LÚDICA-DEPORTIVA,10000.0,423
674,41012000,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",SUELDOS GRUPO A1,31229.82,424
675,41012001,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",SUELDOS GRUPO A2,177045.09,425
676,41012003,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",SUELDOS GRUPO C1,20662.28,426
677,41012004,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",SUELDOS GRUPO C2,147573.06,427
678,41012005,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",SUELDOS GRUPO E,15900.99,428
679,41012006,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",TRIENIOS,78825.14,429
680,41012100,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",COMPLEMENTO DE DESTINO,251698.74,430
681,41012101,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",COMPLEMENTO ESPECÍFICO,312671.29,431
682,41012103,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",OTROS COMPLEMENTOS,215795.33,432
683,41013000,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,232698.16,433
684,41013002,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",OTRAS REMUNERACIONES,356157.16,434
685,41013100,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",LABORAL TEMPORAL,76125.0,435
686,41015000,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",PRODUCTIVIDAD,10674.96,436
687,41016000,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",SEGURIDAD SOCIAL,529807.1,437
688,41020400,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",ARRENDAMIENTO ELEMENTO DE TRANSPORTE,5175.6,438
689,41021400,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA","REPARACIÓN, MANTENIMIENTO Y CONSERVACIÓN DE ELEMENTOS DE TRANSPORTE",7000.0,439
690,41022000,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",MATERIAL DE OFICINA AGRICULTURA,3500.0,440
691,41022001,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA","LIBROS, REVISTAS, PRENSA Y OTRAS PUBLICACIONES",500.0,441
692,41022103,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",COMBUSTIBLES Y CARBURANTES,7000.0,442
693,41022300,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",TRANSPORTES Y MENSAJERÍA,1200.0,443
694,41022502,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",TRIBUTOS VEHÍCULOS,2138.0,444
695,41022601,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",ATENCIONES PROTOCOLARIAS Y REPRESENTANTIVAS,500.0,445
696,41022602,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",PUBLICIDAD Y PROPAGANDA AGRICULTURA/GANADERIA Y PESCA,12000.0,446
697,41022603,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",PUBLICACIÓN EN DIARIOS OFICIALES,1000.0,447
698,41022606,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",SEMINARIOS/ SERVICIO AGRIC./GAN./PESCA,5000.0,448
699,41022610,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",AGRICULTURA CUOTA ADER,601.0,449
700,41022611,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA","FERIAS AGRARIAS, PESQUERAS Y GANADERAS",20000.0,450
451,33422622,CULTURA,PROMOCIÓN CULTURAL,III ENCUENTRO DE ESCRITORES FÉLIX FRANCISCO CASANOVA,5600.0,451
601,34122612,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,PRESTACIÓN SERVICIOS COMUNICACIÓ Y REDES,7800.0,452
602,34122613,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,JUEGOS DEPORTIVOS Y CAMPAÑAS DEPORTIVAS,50000.0,453
452,33422626,CULTURA,PROMOCIÓN CULTURAL,FESTIVAL DE LA PALABRA - GARAFÍA,3000.0,454
603,34122615,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,INDUMENTARIA DEPORTIVA CAMPEONATOS DE CANARIAS,18556.7,455
453,33422630,CULTURA,PROMOCIÓN CULTURAL,II FESTIVAL THE JARANA´S,29800.0,456
604,34122616,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CAMPAMENTOS DE VERANO,42000.0,457
454,33422631,CULTURA,PROMOCIÓN CULTURAL,II CICLO DE CONCIERTOS SALUTATIO,8623.0,458
605,34122617,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CURSOS DE NATACIÓN,17646.32,459
455,33422632,CULTURA,PROMOCIÓN CULTURAL,FESTIVAL PLAZA CON ENCANTO,27000.0,460
606,34122619,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CAMPUS GIMNASIA RÍTMICA,7000.0,461
456,33422633,CULTURA,PROMOCIÓN CULTURAL,VIII JORNADAS VICTORIA SOBRE DRAKE,7340.0,462
607,34122620,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CAMPUS SEMANA SANTA,3412.52,463
457,33422706,CULTURA,PROMOCIÓN CULTURAL,ESTUDIOS Y TRABAJOS TÉCNICOS,3000.0,464
608,34122621,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CAMPUS URBANO,20583.68,465
458,33446202,CULTURA,PROMOCIÓN CULTURAL,SUBVENCIÓN AYTO. S/C DE LA PALMA. TEATRO CIRCO DE MARTE,10000.0,466
609,34122622,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,MATERIAL DEPORTIVO ACTIVIDADES PROPIAS,6000.0,467
459,33446203,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO BARLOVENTO,13000.0,468
610,34122623,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,MEMORIAL AMANDA,1000.0,469
460,33446204,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO BREÑA ALTA,13000.0,470
611,34122624,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,MONITORIZACIÓN ACTIVIDADES Y EVENTOS,3000.0,471
461,33446205,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO BREÑA BAJA,13000.0,472
612,34122625,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,GALA INSULAR DEL DEPORTE,8000.0,473
462,33446206,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO FUENCALIENTE,13000.0,474
613,34122626,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CONCENTRACIÓN DEPORTISTAS INTERNACIONALES EN LA PALMA,10000.0,475
463,33446207,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO EL PASO,13000.0,476
614,34122627,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,REGATA CANARIAS MADEIRA,15000.0,477
464,33446208,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO LOS LLANOS DE ARIDANE,13000.0,478
615,34122697,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,GASTOS CORRIENTES VELA,4000.0,479
465,33446209,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO PUNTAGORDA,13000.0,480
616,34122709,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SERVICIO DE PROMOCIÓN Y TECNIFICACIÓN VELA,56400.0,481
466,33446210,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO PUNTALLANA,13000.0,482
617,34122710,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SOCORRISMO ACUATICO MIRAFLORES Y ACTIVIDADES DEPORTIVAS,5083.64,483
467,33446211,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO TAZACORTE,13000.0,484
618,34144900,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,APORTACIÓN SODEPAL: TRANSVULCANIA ,430000.0,485
468,33446212,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO SAN ANDRÉS Y SAUCES,13000.0,486
619,34144902,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,APORTACIÓN SODEPAL: FESTIVAL DE SENDERISMO,35000.0,487
469,33446213,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO S/C DE LA PALMA,13000.0,488
470,33446214,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO VILLA DE GARAFÍA,13000.0,489
471,33446215,CULTURA,PROMOCIÓN CULTURAL,SUBV. ACADEMIA DE INSTRUMENTOS DE MÚSICA CLÁSICA - AYTO. VILLA DE MAZO,13000.0,490
472,33446216,CULTURA,PROMOCIÓN CULTURAL,SUBV. BANDAS DE MUSICA MUNICIPALES - AYTO TIJARAFE,13000.0,491
473,33446217,CULTURA,PROMOCIÓN CULTURAL,SUBV. AYTO. TAZACORETE ACTIVIDAD CULTURAL ESPECIAL ARRAIGO FERIA ALEMANA,1000.0,492
474,33446218,CULTURA,PROMOCIÓN CULTURAL,SUBV. AYTO. EL PASO ACTIVICAD CULTURAL ESPECIAL ARRAIGO FESTIVAL INTERNACIONAL MÚSICA EL PASO,2000.0,493
475,33446219,CULTURA,PROMOCIÓN CULTURAL,SUBV. AYTO. TIJARAFE ACTIVIDAD CULTURAL ESPECIAL ARRAIGO FESTIVAL PUNTO CUBANO,3000.0,494
476,33446220,CULTURA,PROMOCIÓN CULTURAL,SUBV. AYTO. S/C DE LA PALMA ACTIVIDAD CULTURAL ESPECIAL ARRAIGO NOCHE CUBANA,1500.0,495
477,33446221,CULTURA,PROMOCIÓN CULTURAL,SUBV. AYTO. BREÑA BAJA ACTIVIDAD CULTURAL ESPECIAL ARRAIGO DÍA DE LA MADRE,1000.0,496
478,33446222,CULTURA,PROMOCIÓN CULTURAL,SUBV. AYTO. BREÑA ALTA ACTIVIDAD CULTURAL ESPECIAL ARRAIGO LLEGADA DEL CONDE DE LOS ÁLAMOS,1000.0,497
479,33448903,CULTURA,PROMOCIÓN CULTURAL,SUBVENCION SOCIEDAD ESTUDIOS GENERALES PARA PUBLICACIONES,2500.0,498
480,33448904,CULTURA,PROMOCIÓN CULTURAL,SUBVENCION ASOC. CARTAS DIFERENTES PARA PUBLICACIONES,2500.0,499
481,33448905,CULTURA,PROMOCIÓN CULTURAL,"SUBVENCIÓN ASOCIACIÓN VERSADORES TALLER DE REPENTISMOS GTOS. PERSONAL, MANTENIMIENTO Y DESPLAZAMIENTO",4500.0,500
482,33448906,CULTURA,PROMOCIÓN CULTURAL,SUBV. ASOCIACIÓN DIFUSIÓN Y SALVAGUARDA DEL PATRIMONIO ARTÍSTICO CULTURAL DE LUIS COBIELLA CUEVAS PROYECTO EN WAGNER Y ORQUESTACIÓN 5 CANCIONES,9000.0,501
483,33448907,CULTURA,PROMOCIÓN CULTURAL,SUBV. ESCUELA INSTRUMENTOS JULIO GÓMEZ ORGANIZACIÓN CONCIERTOS,2500.0,502
484,33464000,CULTURA,PROMOCIÓN CULTURAL,PREMIOS CULTURA,19300.0,503
485,33522611,CULTURA,ARTES ESCÉNICAS,LA PALMA ES UN PUNTO,20000.0,504
486,33522612,CULTURA,ARTES ESCÉNICAS,PROMOCIÓN CINE,2000.0,505
487,33522613,CULTURA,ARTES ESCÉNICAS,FESTIVAL DE MÚSICA DE CANARIAS,7000.0,506
488,33522614,CULTURA,ARTES ESCÉNICAS,"CIRCUITO ISLAS DE MÚSICA, DANZA Y TEATRO",19000.0,507
489,33522615,CULTURA,ARTES ESCÉNICAS,PROYECCIONES DOCUMENTAL DEL MES,2000.0,508
490,33522616,CULTURA,ARTES ESCÉNICAS,"III JORNADAS ""LA VOZ DE LA MUJER""",2558.0,509
491,33522617,CULTURA,ARTES ESCÉNICAS,UNA ISLA EN ESCENA,11534.0,510
492,33522618,CULTURA,ARTES ESCÉNICAS,"ÓPERA ""DIDO Y ENEA""",3000.0,511
493,33546200,CULTURA,ARTES ESCÉNICAS,SUBVENCIÓN AYTO. EL PASO FORMACIÓN TEATRAL,4000.0,512
494,33546201,CULTURA,ARTES ESCÉNICAS,SUBVENCIÓN AYTO. LOS LLANOS DE ARIDANE FORMACIÓN TEATRAL,4000.0,513
495,33546202,CULTURA,ARTES ESCÉNICAS,SUBVENCIÓN AYTO. TAZACORTE FORMACIÓN TEATRAL,4000.0,514
